District_Name,Year,Annual,Kharif,Summer,Winter,Autumn,Rabi
Jhalawar,2018,1402.2,935.0,466.9,67.2,0.0,0.0
Jhansi,2000,822.8,699.8,82.5,48.6,26.2,26.2
Jhansi,2001,776.4,656.8,71.0,9.8,0.0,0.0
Jhansi,2002,792.0,710.5,68.1,79.7,0.0,3.6
Jhansi,2003,940.5,715.0,58.1,0.5,91.1,91.1
Jhansi,2004,694.9,536.6,82.3,50.2,25.3,75.5
Jhansi,2005,799.0,725.4,66.6,7.3,6.9,6.9
Jhansi,2006,1234.2,1129.0,32.9,1.5,63.5,64.9
Jhansi,2007,639.3,506.6,132.6,1.7,0.0,0.0
Jhansi,2008,967.0,705.3,228.4,31.5,31.5,31.5
Jhansi,2009,679.6,590.6,48.6,21.8,8.6,8.8
Jhansi,2010,1146.8,1038.3,69.2,32.9,0.2,17.7
Jhansi,2011,749.8,589.2,65.6,6.7,79.5,79.5
Jhansi,2012,662.6,498.0,129.5,0.8,27.5,28.3
Jhansi,2013,459.9,355.5,93.4,47.7,11.1,11.1
Jhansi,2014,460.8,293.2,116.2,4.0,0.1,3.9
Jhansi,2015,995.2,616.0,351.4,12.0,27.7,27.7
Jhansi,2016,755.8,576.3,31.5,23.5,132.2,136.0
Jhansi,2017,583.8,505.3,24.0,5.6,32.8,34.7
Jhansi,2018,688.9,431.3,253.9,162.0,0.0,0.0
Jharsuguda,2000,1542.3,1132.0,340.7,9.3,63.5,63.5
Jharsuguda,2001,1987.0,1387.9,538.0,74.7,51.7,51.7
Jharsuguda,2002,1328.3,930.6,189.8,21.0,132.7,133.3
Jharsuguda,2003,1089.7,632.9,417.8,4.0,18.6,18.6
Jharsuguda,2004,1084.1,794.3,160.9,176.4,28.2,124.9
Jharsuguda,2005,1330.7,787.8,274.9,0.0,188.3,188.3
Jharsuguda,2006,1723.4,1189.1,461.0,16.4,73.3,73.3
Jharsuguda,2007,689.4,509.5,151.7,1.1,11.8,11.8
Jharsuguda,2008,1765.0,1368.2,346.1,8.9,49.4,49.4
Jharsuguda,2009,986.2,744.3,196.5,17.7,35.4,36.4
Jharsuguda,2010,1338.3,825.1,301.6,27.8,175.3,195.0
Jharsuguda,2011,1203.3,1034.6,109.9,53.2,50.6,50.6
Jharsuguda,2012,1530.3,886.4,368.9,83.0,138.7,221.7
Jharsuguda,2013,1394.8,1080.9,266.7,97.9,47.1,47.1
Jharsuguda,2014,1814.1,1361.7,280.8,22.2,73.7,73.7
Jharsuguda,2015,1677.8,1280.2,359.5,0.0,16.0,16.0
Jharsuguda,2016,983.5,802.4,81.9,4.0,99.1,99.1
Jharsuguda,2017,792.0,531.1,187.4,61.1,40.5,69.4
Jharsuguda,2018,1578.6,1276.4,262.3,40.6,7.7,7.7
Jhunjhunun,2000,565.8,453.9,87.9,22.8,0.9,0.9
Jhunjhunun,2001,536.6,403.4,110.3,47.4,0.0,0.0
Jhunjhunun,2002,712.5,586.6,76.0,18.0,2.6,2.6
Jhunjhunun,2003,840.3,436.8,380.0,3.6,5.6,5.6
Jhunjhunun,2004,591.1,334.7,139.9,29.7,89.9,113.0
Jhunjhunun,2005,461.9,317.1,81.2,12.7,57.0,57.0
Jhunjhunun,2006,303.4,208.5,80.2,12.8,1.7,2.0
Jhunjhunun,2007,325.7,278.5,34.3,7.0,0.2,0.4
Jhunjhunun,2008,463.2,240.9,201.9,29.5,13.6,13.6
Jhunjhunun,2009,187.9,74.9,70.5,50.8,0.4,13.0
Jhunjhunun,2010,546.6,455.4,48.2,7.8,0.0,4.8
Jhunjhunun,2011,350.3,261.4,47.2,41.5,38.7,38.7
Jhunjhunun,2012,499.3,251.4,206.4,0.0,0.0,0.0
Jhunjhunun,2013,431.0,288.2,127.6,67.1,11.2,15.2
Jhunjhunun,2014,491.5,299.9,124.6,4.3,0.0,3.9
Jhunjhunun,2015,743.1,415.9,325.5,2.4,1.2,1.2
Jhunjhunun,2016,359.5,263.6,87.5,15.5,5.8,6.1
Jhunjhunun,2017,797.0,719.8,41.8,35.2,19.4,20.2
Jhunjhunun,2018,654.3,506.5,113.3,60.0,0.0,0.0
Jind,2000,553.0,453.5,76.6,34.6,0.0,0.0
Jind,2001,582.4,506.9,40.9,48.7,0.0,0.0
Jind,2002,828.2,732.7,46.6,43.1,0.0,0.2
Jind,2003,510.1,369.3,75.0,9.9,22.9,22.9
Jind,2004,617.9,349.9,143.9,62.0,73.0,114.3
Jind,2005,674.6,433.2,106.6,33.8,114.3,114.3
Jind,2006,219.4,135.2,50.4,64.9,0.0,0.0
Jind,2007,404.2,214.9,124.3,45.6,0.0,0.0
Jind,2008,481.2,216.6,205.4,57.4,13.5,13.5
Jind,2009,328.6,203.4,63.9,38.5,0.2,3.9
Jind,2010,434.1,366.4,21.6,41.6,0.0,11.3
Jind,2011,522.4,332.9,111.9,51.0,47.2,47.3
Jind,2012,586.4,463.1,71.5,4.3,0.8,0.8
Jind,2013,315.4,208.1,97.9,94.9,2.5,5.0
Jind,2014,491.9,243.0,150.1,9.8,0.5,6.3
Jind,2015,714.0,423.8,267.7,11.9,17.2,18.4
Jind,2016,467.4,399.7,55.3,21.5,1.6,1.7
Jind,2017,671.9,607.0,25.3,47.1,1.8,18.2
Jind,2018,534.0,383.7,118.6,9.2,0.0,1.0
Jodhpur,2000,233.0,169.8,55.1,16.6,4.0,4.0
Jodhpur,2001,476.7,396.8,63.3,5.6,0.0,0.0
Jodhpur,2002,404.2,361.3,16.5,4.8,20.9,20.9
Jodhpur,2003,383.1,148.5,228.5,0.3,1.3,1.3
Jodhpur,2004,361.9,209.5,95.4,4.4,56.1,56.6
Jodhpur,2005,301.3,137.7,96.9,11.3,62.8,62.8
Jodhpur,2006,242.3,166.5,51.8,0.1,12.6,12.6
Jodhpur,2007,249.0,229.3,19.2,0.0,0.3,0.3
Jodhpur,2008,365.5,262.5,87.3,4.3,15.7,15.7
Jodhpur,2009,95.4,48.1,38.0,21.8,0.8,5.0
Jodhpur,2010,371.1,300.0,53.5,1.2,0.0,0.0
Jodhpur,2011,217.7,176.0,31.0,1.9,9.5,9.5
Jodhpur,2012,286.3,228.2,56.3,0.0,0.0,0.0
Jodhpur,2013,232.4,191.1,40.2,25.2,1.1,1.2
Jodhpur,2014,310.6,224.7,60.7,0.1,0.0,0.0
Jodhpur,2015,332.0,205.9,121.5,5.5,0.0,4.5
Jodhpur,2016,147.8,120.1,26.5,1.9,0.3,0.3
Jodhpur,2017,462.5,389.1,43.6,21.3,18.3,27.7
Jodhpur,2018,394.8,360.2,22.6,87.1,0.1,0.1
Jorhat,2000,1828.5,655.7,866.1,40.9,132.0,132.0
Jorhat,2001,1486.0,560.1,755.2,51.1,129.1,129.7
Jorhat,2002,1681.0,890.9,668.4,71.4,59.8,71.4
Jorhat,2003,1916.9,984.8,689.2,75.6,183.1,183.1
Jorhat,2004,1932.4,1068.8,712.5,106.0,53.4,75.3
Jorhat,2005,2143.1,1012.6,945.3,1.9,101.2,101.2
Jorhat,2006,2203.9,1135.2,901.7,36.4,164.9,164.9
Jorhat,2007,1989.1,925.9,928.7,42.6,98.1,98.1
Jorhat,2008,1667.1,909.0,609.6,39.6,104.0,105.8
Jorhat,2009,1800.4,940.9,695.5,69.9,113.2,126.1
Jorhat,2010,2451.6,1235.0,979.9,109.7,175.8,179.7
Jorhat,2011,2378.0,1093.5,1001.3,130.1,175.4,177.4
Jorhat,2012,1872.9,850.5,782.6,152.1,110.3,111.7
Jorhat,2013,1826.1,980.1,634.3,39.9,57.5,61.2
Jorhat,2014,2272.8,1152.6,776.3,45.2,299.5,307.7
Jorhat,2015,1910.8,987.2,791.9,50.6,90.9,94.8
Jorhat,2016,1827.3,1046.9,582.1,6.3,146.9,151.7
Jorhat,2017,2608.0,1164.6,1261.6,37.2,173.0,180.3
Jorhat,2018,1889.5,1070.4,714.9,1.8,73.5,74.3
Junagadh,2000,559.5,334.4,119.1,0.9,106.1,106.1
Junagadh,2001,1169.7,923.3,243.1,0.0,2.4,2.4
Junagadh,2002,738.0,689.6,7.8,0.6,40.6,40.6
Junagadh,2003,812.8,461.7,237.8,0.1,112.8,112.8
Junagadh,2004,735.2,532.0,193.1,0.1,10.0,10.0
Junagadh,2005,929.7,583.1,190.8,0.6,155.7,155.7
Junagadh,2006,478.6,199.4,192.8,0.0,85.8,85.8
Junagadh,2007,451.0,393.0,52.4,0.3,5.4,5.7
Junagadh,2008,760.4,441.8,302.2,0.0,16.4,16.4
Junagadh,2009,469.5,234.1,235.4,0.6,0.0,0.1
Junagadh,2010,911.0,770.0,133.2,1.2,7.3,7.3
Junagadh,2011,846.9,650.6,186.1,0.0,9.0,9.0
Junagadh,2012,609.4,430.8,177.7,0.0,0.9,0.9
Junagadh,2013,892.4,672.2,218.3,2.1,1.9,1.9
Junagadh,2014,1543.1,1358.3,179.9,0.4,2.7,2.7
Junagadh,2015,950.1,856.6,81.7,0.7,10.7,11.4
Junagadh,2016,1030.1,798.5,223.8,0.7,7.9,7.9
Junagadh,2017,1535.8,1313.3,109.7,1.6,112.1,112.1
Junagadh,2018,1260.5,1121.2,120.5,106.8,17.2,17.2
Jyotiba Phule Nagar,2000,798.0,587.9,184.7,48.9,5.1,5.1
Jyotiba Phule Nagar,2001,877.8,731.3,97.6,85.5,0.0,0.0
Jyotiba Phule Nagar,2002,1099.0,884.5,128.9,192.3,0.0,0.2
Jyotiba Phule Nagar,2003,1216.1,866.8,153.7,7.9,3.5,3.5
Jyotiba Phule Nagar,2004,453.4,337.8,92.9,12.5,10.2,14.8
Jyotiba Phule Nagar,2005,1365.6,980.8,207.3,24.3,169.6,169.6
Jyotiba Phule Nagar,2006,973.6,710.3,173.8,79.2,63.4,65.4
Jyotiba Phule Nagar,2007,1245.1,940.7,226.9,5.1,0.2,0.2
Jyotiba Phule Nagar,2008,703.4,466.0,217.2,92.1,15.0,15.0
Jyotiba Phule Nagar,2009,749.7,573.9,51.1,126.5,5.8,32.8
Jyotiba Phule Nagar,2010,1111.1,928.7,54.1,49.4,0.1,28.9
Jyotiba Phule Nagar,2011,847.8,674.4,99.5,38.4,53.4,53.4
Jyotiba Phule Nagar,2012,1072.4,881.2,152.7,0.1,0.0,0.1
Jyotiba Phule Nagar,2013,482.1,371.7,81.3,72.2,27.7,29.0
Jyotiba Phule Nagar,2014,681.8,424.6,174.6,0.8,11.5,11.6
Jyotiba Phule Nagar,2015,717.8,493.9,217.4,6.2,5.8,5.8
Jyotiba Phule Nagar,2016,640.4,493.9,31.6,37.0,107.1,108.6
Jyotiba Phule Nagar,2017,1405.0,1328.0,30.5,49.1,2.8,11.1
Jyotiba Phule Nagar,2018,1140.9,875.7,223.5,2.3,0.0,0.9
Kachchh (Bhuj),2000,185.3,126.0,7.5,0.2,36.2,36.2
Kachchh (Bhuj),2001,895.8,875.4,20.3,0.0,0.0,0.0
Kachchh (Bhuj),2002,238.0,212.6,0.3,0.1,25.0,25.0
Kachchh (Bhuj),2003,166.0,73.1,92.7,1.1,0.0,0.0
Kachchh (Bhuj),2004,495.5,385.2,108.5,0.0,0.7,0.7
Kachchh (Bhuj),2005,413.3,159.4,75.0,24.7,178.9,178.9
Kachchh (Bhuj),2006,415.7,52.2,228.9,0.0,109.9,109.9
Kachchh (Bhuj),2007,214.7,212.3,0.2,0.0,2.1,2.1
Kachchh (Bhuj),2008,392.7,269.8,120.8,0.0,2.2,2.2
Kachchh (Bhuj),2009,136.2,65.9,68.4,2.4,0.1,1.9
Kachchh (Bhuj),2010,732.8,694.9,36.6,0.1,0.7,0.7
Kachchh (Bhuj),2011,295.2,189.3,86.0,0.0,19.8,19.8
Kachchh (Bhuj),2012,390.1,244.9,145.1,0.0,0.1,0.1
Kachchh (Bhuj),2013,720.5,684.2,28.1,18.5,0.0,8.2
Kachchh (Bhuj),2014,634.2,532.0,91.6,0.7,0.2,0.2
Kachchh (Bhuj),2015,494.1,251.7,209.1,26.5,6.0,32.5
Kachchh (Bhuj),2016,537.8,488.2,48.5,0.1,1.1,1.1
Kachchh (Bhuj),2017,890.0,769.6,52.4,2.5,67.9,67.9
Kachchh (Bhuj),2018,602.6,599.1,0.9,98.3,0.1,0.1
Kaithal,2000,585.2,477.8,90.1,43.3,0.0,0.0
Kaithal,2001,612.4,515.6,53.6,73.5,0.0,0.0
Kaithal,2002,915.7,758.5,83.8,87.4,0.0,0.0
Kaithal,2003,702.7,501.7,81.7,8.3,31.9,31.9
Kaithal,2004,708.6,420.5,159.9,86.1,64.5,119.9
Kaithal,2005,1041.2,722.0,166.0,38.2,122.5,122.5
Kaithal,2006,327.3,234.8,54.2,75.3,0.0,0.0
Kaithal,2007,503.6,299.4,129.0,34.1,0.0,0.0
Kaithal,2008,445.6,205.6,202.1,52.2,3.7,3.8
Kaithal,2009,375.7,259.6,59.8,51.5,0.1,4.2
Kaithal,2010,480.5,359.7,59.1,55.5,0.3,14.4
Kaithal,2011,585.1,353.4,146.5,56.4,42.3,43.8
Kaithal,2012,449.5,284.5,110.2,6.2,0.0,0.0
Kaithal,2013,288.0,169.7,104.3,156.2,3.4,7.8
Kaithal,2014,767.7,381.6,229.9,12.1,2.0,4.2
Kaithal,2015,938.5,526.7,338.1,14.9,63.6,63.7
Kaithal,2016,532.7,428.3,85.7,23.8,4.0,4.0
Kaithal,2017,735.1,640.8,46.7,54.7,0.0,23.9
Kaithal,2018,634.8,410.6,190.9,94.7,0.0,2.4
Kalahandi,2000,1293.8,940.7,289.7,25.0,62.1,62.1
Kalahandi,2001,1914.6,1410.9,404.9,82.3,73.8,73.8
Kalahandi,2002,1658.4,1013.7,360.7,15.8,201.6,201.6
Kalahandi,2003,1055.3,760.4,206.3,24.9,69.7,72.9
Kalahandi,2004,1392.9,1007.9,241.2,115.8,41.6,121.9
Kalahandi,2005,1173.7,746.3,252.6,0.3,139.3,139.3
Kalahandi,2006,1031.4,718.7,251.5,57.4,60.9,60.9
Kalahandi,2007,1049.8,745.4,237.4,0.2,9.5,9.5
Kalahandi,2008,2211.5,1452.1,663.7,4.9,95.6,95.6
Kalahandi,2009,930.7,605.6,286.5,14.3,33.7,33.7
Kalahandi,2010,1894.7,1520.9,136.7,62.2,185.1,222.7
Kalahandi,2011,1552.9,928.2,458.8,35.5,141.4,141.4
Kalahandi,2012,1355.6,984.1,219.3,0.5,116.1,116.6
Kalahandi,2013,1921.6,1592.2,289.6,2.2,39.6,39.6
Kalahandi,2014,1621.0,1108.4,454.8,38.4,55.5,55.5
Kalahandi,2015,1793.6,1418.8,322.9,0.0,13.5,13.5
Kalahandi,2016,1578.2,1333.4,156.0,10.5,88.8,88.8
Kalahandi,2017,1433.6,991.8,231.2,52.4,161.3,200.2
Kalahandi,2018,1257.4,944.7,283.2,19.8,15.8,16.0
Kamrup,2000,2440.2,1162.6,1045.8,42.9,108.0,108.3
Kamrup,2001,1723.1,707.5,853.5,38.4,119.1,119.4
Kamrup,2002,2214.4,1167.9,903.7,45.2,93.1,104.6
Kamrup,2003,1475.3,680.3,587.9,45.6,173.2,173.2
Kamrup,2004,1694.9,823.9,748.8,44.4,47.6,76.8
Kamrup,2005,1793.2,910.1,636.7,1.0,230.9,231.3
Kamrup,2006,2972.6,1394.4,953.7,37.6,621.8,624.0
Kamrup,2007,2600.3,1089.5,1298.6,27.3,174.6,176.8
Kamrup,2008,1894.1,815.8,893.1,22.2,157.1,160.0
Kamrup,2009,2277.3,1044.0,1079.3,53.9,126.2,134.7
Kamrup,2010,1988.5,858.6,872.8,40.3,203.5,211.8
Kamrup,2011,2117.3,815.8,957.2,38.3,310.1,312.3
Kamrup,2012,1829.8,881.3,712.9,18.4,198.9,199.5
Kamrup,2013,1196.0,405.9,679.2,85.0,88.3,93.2
Kamrup,2014,1829.2,794.0,764.2,39.2,186.8,190.9
Kamrup,2015,1676.0,867.9,698.0,2.9,75.0,75.0
Kamrup,2016,1460.3,821.6,501.7,3.2,131.1,133.9
Kamrup,2017,1972.8,676.7,1149.8,21.7,143.7,146.0
Kamrup,2018,1347.5,704.4,597.1,70.6,26.0,26.6
Kanauj,2000,622.5,466.6,134.0,30.5,10.6,10.6
Kanauj,2001,696.1,590.0,75.5,61.2,0.0,0.0
Kanauj,2002,745.4,505.2,176.4,189.2,0.0,2.7
Kanauj,2003,1016.0,610.7,169.8,2.1,49.0,49.0
Kanauj,2004,323.0,228.7,65.9,11.5,18.1,26.3
Kanauj,2005,319.7,259.2,46.1,15.8,11.1,11.1
Kanauj,2006,731.6,585.5,46.3,8.4,83.9,84.1
Kanauj,2007,630.4,469.5,135.1,1.0,17.4,17.4
Kanauj,2008,645.7,356.7,263.7,65.8,24.2,24.2
Kanauj,2009,517.1,423.6,25.2,32.0,0.8,2.4
Kanauj,2010,982.5,881.0,53.5,43.4,0.0,17.7
Kanauj,2011,500.3,316.9,113.2,11.5,44.6,44.6
Kanauj,2012,552.2,478.4,56.5,0.9,4.8,5.7
Kanauj,2013,436.8,315.2,115.8,47.2,5.8,5.8
Kanauj,2014,501.5,414.5,38.9,0.8,0.1,0.9
Kanauj,2015,585.3,380.6,202.8,0.9,2.0,2.0
Kanauj,2016,603.3,453.4,27.5,27.7,109.8,121.5
Kanauj,2017,719.1,616.9,66.8,12.1,18.5,19.4
Kanauj,2018,812.4,638.2,163.0,113.0,0.0,0.0
Kancheepuram,2000,1407.1,390.3,98.0,256.8,664.7,910.6
Kancheepuram,2001,1264.1,283.1,75.5,205.3,786.3,894.6
Kancheepuram,2002,1358.1,529.6,389.6,5.4,338.7,341.8
Kancheepuram,2003,1574.5,266.5,380.9,524.6,472.8,924.7
Kancheepuram,2004,1285.5,259.6,74.7,308.5,576.0,878.6
Kancheepuram,2005,1356.4,342.2,63.9,202.0,752.2,944.4
Kancheepuram,2006,1070.8,276.3,187.8,363.6,432.0,596.9
Kancheepuram,2007,1139.7,318.2,165.4,89.7,385.8,457.3
Kancheepuram,2008,707.4,197.0,136.8,108.6,266.5,355.5
Kancheepuram,2009,507.1,143.2,34.9,34.7,274.8,309.4
Kancheepuram,2010,453.6,212.4,20.0,34.7,191.0,221.2
Kancheepuram,2011,1024.7,329.3,104.4,18.5,575.7,586.6
Kancheepuram,2012,2235.1,286.2,184.9,408.2,1362.1,1756.4
Kancheepuram,2013,1130.3,264.5,147.9,88.9,622.4,704.2
Kancheepuram,2014,1193.0,423.4,121.9,400.3,312.6,640.8
Kancheepuram,2015,1481.8,285.7,242.6,33.1,868.0,881.4
Kancheepuram,2016,1135.1,277.4,52.5,198.5,590.5,785.5
Kancheepuram,2017,1308.7,364.4,203.0,314.5,475.6,737.8
Kancheepuram,2018,1280.8,495.9,117.9,207.2,490.6,614.7
Kandur Nagar,2000,468.8,331.9,119.6,39.5,8.5,8.5
Kandur Nagar,2001,643.3,538.8,64.8,14.4,0.3,0.3
Kandur Nagar,2002,559.7,464.3,77.7,95.2,0.2,3.5
Kandur Nagar,2003,637.0,427.8,95.7,1.0,21.7,21.7
Kandur Nagar,2004,279.3,217.1,57.8,6.7,1.6,3.4
Kandur Nagar,2005,146.5,73.7,67.8,8.0,0.0,0.0
Kandur Nagar,2006,549.4,439.3,66.9,0.8,34.6,35.2
Kandur Nagar,2007,372.0,262.3,86.7,1.1,22.6,22.6
Kandur Nagar,2008,720.2,549.8,135.5,15.9,33.8,33.8
Kandur Nagar,2009,528.2,477.2,32.0,24.0,1.4,3.0
Kandur Nagar,2010,936.7,822.4,62.4,68.5,0.2,29.5
Kandur Nagar,2011,552.9,364.2,134.0,8.2,15.5,15.5
Kandur Nagar,2012,508.1,441.7,54.6,2.3,1.3,3.6
Kandur Nagar,2013,218.9,167.4,33.4,64.5,17.9,18.1
Kandur Nagar,2014,622.4,449.0,108.7,0.5,0.1,0.4
Kandur Nagar,2015,834.8,653.0,181.8,1.0,0.0,0.0
Kandur Nagar,2016,626.1,469.8,9.7,29.1,137.7,145.6
Kandur Nagar,2017,592.4,487.7,56.6,12.0,26.4,26.9
Kandur Nagar,2018,849.4,601.7,235.7,333.2,0.6,0.6
Kangra,2000,1903.6,1221.2,451.9,168.0,13.9,13.9
Kangra,2001,2161.0,1450.6,465.8,279.0,5.0,76.6
Kangra,2002,2077.3,1535.1,296.8,223.9,23.1,38.0
Kangra,2003,2298.1,1497.6,531.3,178.6,47.6,60.2
Kangra,2004,2278.7,1329.3,522.2,276.9,163.0,261.2
Kangra,2005,2246.7,1447.5,494.7,111.2,125.6,125.6
Kangra,2006,1892.4,1427.6,346.0,183.2,6.9,7.7
Kangra,2007,1535.7,883.7,456.2,44.2,11.0,13.4
Kangra,2008,1501.6,996.3,406.1,143.6,23.7,57.3
Kangra,2009,1044.1,700.1,219.7,156.3,11.5,14.3
Kangra,2010,1368.0,928.7,250.5,138.1,18.2,35.2
Kangra,2011,1458.9,912.9,233.6,199.6,156.9,191.3
Kangra,2012,1724.6,1221.2,323.2,105.3,13.2,15.0
Kangra,2013,1102.0,636.7,270.0,203.4,50.0,91.9
Kangra,2014,1640.8,946.5,487.0,191.4,15.6,45.8
Kangra,2015,1813.2,1061.7,534.2,128.8,28.0,56.1
Kangra,2016,1365.2,857.3,284.9,117.4,116.3,122.5
Kangra,2017,1668.3,1168.7,284.2,298.0,37.7,104.1
Kangra,2018,1152.2,464.8,384.8,213.6,39.1,70.9
Kanker,2000,1207.5,948.6,201.1,10.7,55.0,55.0
Kanker,2001,1786.1,1396.4,285.0,66.6,93.9,93.9
Kanker,2002,1427.4,1024.0,268.4,12.2,68.4,68.4
Kanker,2003,991.6,834.8,107.9,14.0,36.5,36.5
Kanker,2004,1328.7,963.6,264.8,60.6,41.2,86.3
Kanker,2005,927.9,621.7,168.5,5.5,122.3,122.3
Kanker,2006,1254.7,874.3,299.5,6.8,75.4,75.4
Kanker,2007,922.8,678.3,230.0,7.3,7.8,7.8
Kanker,2008,1841.7,1185.6,583.5,7.6,65.3,65.3
Kanker,2009,950.0,667.9,231.8,2.3,42.7,42.7
Kanker,2010,1522.7,1189.1,141.3,46.0,167.9,190.0
Kanker,2011,1169.0,780.6,276.4,86.1,88.1,88.1
Kanker,2012,1321.2,914.5,242.2,0.0,78.4,78.4
Kanker,2013,1760.2,1459.1,250.6,2.3,50.0,50.5
Kanker,2014,1535.1,974.2,510.2,24.2,48.3,48.9
Kanker,2015,1288.6,949.4,283.2,0.0,32.4,32.4
Kanker,2016,1037.1,872.2,107.1,7.3,57.8,57.8
Kanker,2017,1535.4,1160.9,172.8,44.4,163.6,194.4
Kanker,2018,1186.4,975.7,191.5,103.0,4.5,5.6
Kanniyakumari,2000,1263.6,133.5,156.8,216.0,806.2,965.9
Kanniyakumari,2001,1240.6,281.3,273.5,72.2,617.8,629.6
Kanniyakumari,2002,1029.9,173.6,432.2,36.6,363.5,363.7
Kanniyakumari,2003,1112.5,195.5,274.2,161.9,452.4,606.4
Kanniyakumari,2004,1049.2,279.2,238.6,150.5,384.6,523.5
Kanniyakumari,2005,1331.3,296.6,230.2,254.6,586.5,792.9
Kanniyakumari,2006,1010.4,166.4,392.1,209.4,373.7,403.7
Kanniyakumari,2007,1205.5,405.3,313.8,145.4,249.0,306.9
Kanniyakumari,2008,665.1,75.3,297.9,37.7,191.2,204.5
Kanniyakumari,2009,531.2,17.2,100.1,22.3,379.6,389.5
Kanniyakumari,2010,395.6,40.8,151.2,11.2,188.7,191.3
Kanniyakumari,2011,914.5,301.2,249.3,24.1,339.5,355.5
Kanniyakumari,2012,821.8,139.7,258.5,171.8,306.7,415.6
Kanniyakumari,2013,991.9,167.2,231.5,34.6,513.6,530.4
Kanniyakumari,2014,913.3,201.7,307.1,150.6,327.2,386.5
Kanniyakumari,2015,1532.2,244.2,567.2,55.0,576.5,629.3
Kanniyakumari,2016,812.3,128.6,260.3,108.9,351.1,421.2
Kanniyakumari,2017,1157.0,207.8,175.8,410.7,479.9,734.6
Kanniyakumari,2018,1644.9,361.2,588.2,224.0,339.2,539.5
Kannur (Cannanore),2000,2904.8,1760.1,795.3,54.4,293.3,342.7
Kannur (Cannanore),2001,4109.6,2332.5,1341.4,2.4,430.7,430.7
Kannur (Cannanore),2002,2886.9,1833.5,790.9,1.1,260.1,260.1
Kannur (Cannanore),2003,3063.6,1664.8,919.7,69.3,409.8,477.8
Kannur (Cannanore),2004,3814.4,2402.3,925.7,81.2,405.5,485.1
Kannur (Cannanore),2005,3338.0,1779.6,1083.9,58.2,420.0,472.8
Kannur (Cannanore),2006,2933.8,1569.1,1028.8,40.0,327.8,330.5
Kannur (Cannanore),2007,2891.2,1500.8,1002.8,109.2,249.1,350.3
Kannur (Cannanore),2008,2831.7,1368.9,1102.8,23.9,339.8,351.8
Kannur (Cannanore),2009,2816.6,1224.1,946.9,10.7,633.6,633.6
Kannur (Cannanore),2010,2456.5,1359.8,850.9,1.0,234.2,235.0
Kannur (Cannanore),2011,2801.8,1084.7,1462.7,4.9,254.3,254.3
Kannur (Cannanore),2012,1844.6,311.7,637.1,108.5,787.0,890.9
Kannur (Cannanore),2013,4022.1,2250.1,1414.0,1.3,352.2,353.5
Kannur (Cannanore),2014,3569.6,2296.5,936.1,9.8,335.5,337.1
Kannur (Cannanore),2015,3016.3,1608.7,1037.4,6.9,355.4,362.0
Kannur (Cannanore),2016,3621.7,2386.2,734.7,101.1,415.9,500.5
Kannur (Cannanore),2017,3015.5,1548.6,854.6,9.0,591.2,595.9
Kannur (Cannanore),2018,3322.3,2045.4,1047.7,83.2,224.0,225.0
Kanpur Dehat,2000,485.1,383.6,86.3,27.6,4.6,4.6
Kanpur Dehat,2001,704.2,590.8,85.9,17.7,0.1,0.1
Kanpur Dehat,2002,585.9,511.4,54.2,95.1,0.0,2.7
Kanpur Dehat,2003,824.9,572.3,118.0,2.3,42.2,42.2
Kanpur Dehat,2004,369.5,291.5,58.4,12.3,11.7,17.5
Kanpur Dehat,2005,263.1,184.4,71.4,8.9,0.8,0.8
Kanpur Dehat,2006,690.5,537.6,80.9,1.8,62.3,63.1
Kanpur Dehat,2007,546.7,437.6,60.8,0.8,47.3,47.3
Kanpur Dehat,2008,730.9,523.0,170.4,32.0,36.7,36.7
Kanpur Dehat,2009,538.2,468.7,31.6,28.2,3.5,5.8
Kanpur Dehat,2010,990.1,882.8,63.4,50.1,0.0,17.9
Kanpur Dehat,2011,547.6,401.3,87.9,8.8,26.1,26.1
Kanpur Dehat,2012,555.9,472.8,68.3,1.6,4.4,6.0
Kanpur Dehat,2013,324.7,250.5,60.7,41.3,13.3,13.4
Kanpur Dehat,2014,450.9,351.1,57.7,0.8,0.0,0.8
Kanpur Dehat,2015,717.8,528.7,188.5,3.9,0.5,0.5
Kanpur Dehat,2016,506.6,384.3,9.7,27.2,101.8,108.8
Kanpur Dehat,2017,654.7,546.2,57.6,8.4,30.0,30.8
Kanpur Dehat,2018,581.9,386.7,187.6,12.5,0.1,0.1
Kapur,2000,955.6,219.8,100.8,166.5,493.4,633.5
Kapur,2001,721.7,138.2,147.5,22.6,387.7,409.5
Kapur,2002,553.9,219.7,130.4,0.7,202.8,203.1
Kapur,2003,780.5,269.8,212.4,173.4,129.7,297.9
Kapur,2004,649.7,109.3,121.4,48.8,369.6,413.7
Kapur,2005,773.1,288.3,73.3,151.8,257.5,406.9
Kapur,2006,884.1,104.0,155.0,92.4,575.4,622.7
Kapur,2007,811.0,320.5,141.6,121.7,231.1,303.8
Kapur,2008,469.2,105.0,112.8,42.4,177.3,202.4
Kapur,2009,211.6,54.7,65.1,1.3,73.1,74.3
Kapur,2010,304.0,79.1,69.1,1.8,154.0,155.7
Kapur,2011,713.3,332.8,94.7,4.6,284.7,285.8
Kapur,2012,1203.4,192.2,171.3,180.3,663.5,836.2
Kapur,2013,649.0,195.0,148.6,8.3,290.8,297.9
Kapur,2014,789.8,187.2,132.2,248.9,237.2,469.2
